location,source,target,id,fuzzy,context,developer_comments
"src/routes/cart/messages.js","OK, Got it.","","error.okGotIt",false,"error.okGotIt","error.okGotIt"
"src/routes/contact/messages.js","EMEA - 9:00 AM to 7:00 PM (GMT +1), Monday - Friday","EMEA - 9:00h às 19:00h (GMT +1), Segunda - Sexta","contact.emea",false,"contact us - EMEA","contact us - EMEA"
"src/routes/contact/messages.js","Support Hours:","Horário de Apoio:","contact.headerTitle",false,"contact us - headerTitle","contact us - headerTitle"
"src/routes/contact/messages.js","Latin America - 6:00 AM to 5:00 PM (GMT-3), Monday - Friday","América Latina - 6:00h às 17:00h (GMT-3)","contact.latinAmerica",false,"contact us - Latin America","contact us - Latin America"
"src/routes/contact/messages.js","We are making our best efforts to translate non-English requests and provide quality support to all of our users. To contact one of our support agents, please fill out this form.","Estamos empenhados em traduzir os pedidos que não se encontram escritos em inglês e providenciar uma assistência de qualidade a todos os nossos utilizadores. Para entrar em contacto com um dos nossos assistentes, por favor preencha <a class=""open-form-page"">este formulário.</a>","contact.subTitle",false,"contact us - subTitle","contact us - subTitle"
"src/routes/contact/messages.js","US - 6:00 AM to 5:00 PM Pacific (GMT-7), Monday - Friday","EUA - 6:00h às 17:00h Pacífico (GMT-7), Segunda - Sexta","contact.us",false,"contact us - U.S","contact us - U.S"
"src/routes/Faq/components/Questions/faqs.js","Yes! Not only will it, ByteFence is designed to run side-by-side with all antivirus programs. In fact, it's recommended.","Sim! O ByteFence foi especialmente criado para a execução conjunta com outros programas antivírus. Na verdade, é recomendado.","faq.answer1",false,"faq answer1","faq answer1"
"src/routes/Faq/components/Questions/faqs.js","Please make sure that you have copied all digits from the license key. The ByteFence license key consists of NUMBERS ONLY and is in the following format - XXXX-XXXX-XXXX-XXXX. If your key looks different in any way or contains letters, it belongs to some other software and not ByteFence. Double check to avoid confusions. If everything seems right and it is still not working, please contact our <a href=""/contact-us"">support team</a>","","faq.answer10",false,"faq answer10","faq answer10"
"src/routes/Faq/components/Questions/faqs.js","You can see all the available plans here. Make sure to check out our specials offers page where you'll be able to catch great deals and season sales! <a href=""/products/anti-malware/buy"">Choose your plan</a>","Pode ver todos os planos disponíveis aqui. Veja a nossa página de ofertas especiais, onde poderá encontrar promoções fantásticas e saldos sazonais! <a href=""/buy/plan/index.html"">Selecione o seu plano</a>","faq.answer11",false,"faq answer11","faq answer11"
"src/routes/Faq/components/Questions/faqs.js","If you find that your computer is working slower than usual, it is probably because of malicious programs or adware installed on it. ByteFence will help you get rid of them and improve your user experience.","Se verificar que o seu computador se encontra mais lento do que o habitual, é provável que isso de deva à existência de programas maliciosos ou adware instalado. O ByteFence ajuda-o a removê-los e a melhorar a sua experiência como utilizador.","faq.answer12",false,"faq answer12","faq answer12"
"src/routes/Faq/components/Questions/faqs.js","Mouse-click on the Start button in the lower-left corner and select Control Panel ---> Programs ---> Uninstall a Program. Find ByteFence in the list and proceed to uninstall. If it does not work via the control panel, please go to the following file in your Windows Explorer mouse-click on the Start button in the lower-left corner and select Computer -> OSDisk -> Program Files -> ByteFence In this folder you will find a file called uninstall.exe. Run it and ByteFence will be uninstalled.","Clique com o Botão Direito no botão Iniciar, presente no canto inferior esquerdo e selecione o Painel de Controlo --> Programas --> Desinstalar um Programa. Selecione o ByteFence na lista e proceda com a desinstalação. Se não resultar através do Painel de Controlo, por favor aceda ao seguinte ficheiro no Explorador de Ficheiros: Clique com o botão direito no botão Iniciar e selecione Computador -> Disco Local -> Programas -> ByteFence. Nesta pasta encontrará um ficheiro designado como uninstall.exe. Execute este ficheiro para remover o ByteFence.","faq.answer13",false,"faq answer13","faq answer13"
"src/routes/Faq/components/Questions/faqs.js","You can use ByteFence for free to scan and detect harmful programs. You can also try and remove them from your computer yourself, however, in order to remove them and control the process better, you need to pick a plan and purchase a license.","É possível utilizar a versão gratuita do ByteFence para analisar o seu computador e detetar programas nocivos. Também poderá experimentar e remover esses programas manualmente, no entanto, para garantir a remoção total e controlar melhor o processo, necessitará de selecionar um plano e comprar uma licença.","faq.answer14",false,"faq answer14","faq answer14"
"src/routes/Faq/components/Questions/faqs.js","If you have already purchased ByteFence and your plan is valid, you absolutely don't have to pay any extra money. Please double check that you have activated it properly. If the problem persits, contact our <a href=""/contact-us"">support center</a>","","faq.answer15",false,"faq answer15","faq answer15"
"src/routes/Faq/components/Questions/faqs.js","Yes, you can use both the free and Pro versions of ByteFence in your business, corporation, government, education or non-profit organization. The free version does not require any additional license of purchase requirements. To use the Pro version, a license is required. Unlike home users however, you can only run the Pro version of ByteFence on a single computer within one of these organizations.","Sim. Pode utilizar a versão gratuita e Pro do ByteFence na sua empresa, sociedade e organizações governamentais, educativas e não lucrativas. A versão gratuita não requer a compra de qualquer licença adicional. Para utilizar a versão Pro necessita de uma licença. Ao contrário dos utilizadores domésticos, apenas poderá utilizar a versão Pro do ByteFence num único computador pertencente a uma determinada organização. ","faq.answer16",false,"faq answer16","faq answer16"
"src/routes/Faq/components/Questions/faqs.js","Please check your bank or PayPal accounts to make sure the payment went through succesfully. If the money was deducted but you haven't received anything from us, contact our support via <a href=""/contact-us"">this form.</a>","Por favor, verifique as suas contas bancárias ou do PayPal para se certificar que o pagamento foi efetuado com sucesso. Caso o dinheiro tenha sido deduzido da sua conta, mas ainda não recebeu qualquer notificação da nossa parte, por favor entre em contacto com o nosso centro de apoio através <a class=""open-form-page"">deste formulário.</a>","faq.answer17",false,"faq answer17","faq answer17"
"src/routes/Faq/components/Questions/faqs.js","If the payment went through successfully, but you haven't received any emails from us and didn't copy your key from the page right after the payment, this probably means that you have misspelled your email. No worries, our support staff will help you solve this issue. Please contact us via <a href=""/contact-us"">this form.</a>","Caso o pagamento tenha sido efetuado com sucesso, mas ainda não recebeu qualquer notificação da nossa parte e não copiou corretamente a sua chave na página exibida imediatamente após o pagamento, provavelmente significa que introduziu incorretamente o seu e-mail. Não se preocupe, os nossos assistentes irão ajudá-lo a solucionar o problema. Por favor, entre em contacto através <a class=""open-form-page"">deste formulário.</a>","faq.answer18",false,"faq answer18","faq answer18"
"src/routes/Faq/components/Questions/faqs.js","ByteFence Anti Malware is currently only available for Windows users. But we are working on it!","De momento, o ByteFence Anti-Malware encontra-se disponível apenas para utilizadores Windows. No entanto, estamos a trabalhar numa solução para outras plataformas!","faq.answer19",false,"faq answer19","faq answer19"
"src/routes/Faq/components/Questions/faqs.js","To install, first you will need to download the software on your computer. To do so, click the ""Download"" link at the top of this page. Make sure to pick a location where you can find the setup file after it downloads. Then run the file once the download completes. The installer will take you through a few options that you may want to configure. If you don't understand a particular screen, we recommend just clicking ""Next"" to use the default settings. At the end of the install, just click ""Finish"" and ByteFence Anti-Malware will automatically start.","Para instalar, necessitará de descarregar o software para o seu computador. Para o fazer, clique no link ""Download"" no topo desta página. Certifique-se que seleciona uma localização adequada para encontrar o instalador após o download. Execute o ficheiro assim que terminar a descarga. O instalador irá guiá-lo por algumas opções, que poderá querer configurar. Caso não compreenda uma determinada secção, recomendamos que clique apenas em ""Seguinte"" para utilizar as definições padrão. No final da instalação, basta clicar em ""Terminar"" para iniciar automaticamente o ByteFence Anti-Malware.","faq.answer2",false,"faq answer2","faq answer2"
"src/routes/Faq/components/Questions/faqs.js","ByteFence is compatible with following versions of Windows: Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10","O ByteFence é compatível com as seguintes versões do Windows: Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1 e Windows 10","faq.answer20",false,"faq answer20","faq answer20"
"src/routes/Faq/components/Questions/faqs.js","There is nothing wrong. If stopping and starting it again doesn't work, please uninstall your current version and download a new one <a href=""https://cdn.bytefence.com/bytefence-installer-5.4.1.19.exe""<a>from here.</a> Don't forget to activate it with your license key.","Não existe qualquer problema. Tente reiniciar a análise e, se não funcionar, experimente desinstalar a sua versão atual e descarregar a versão mais recente <a class=""downloadUrl"" href=""{downloadLink}"">aqui.</a> Não se esqueça de a ativar com a sua chave de licença.","faq.answer21",false,"faq answer21","faq answer21"
"src/routes/Faq/components/Questions/faqs.js","First, please check your email inbox for a confirmation letter from Byte Technologies. This letter should contain your license key. If you can't find it, contact our support center via <a href=""/contact-us"">this form.</a>","Por favor, verifique a caixa de entrada do seu e-mail para aceder à mensagem da Byte Technologies. Este e-mail deverá conter a sua chave de licença. Caso não consiga encontrar o e-mail, por favor entre em contacto com o nosso centro de apoio através <a class=""open-form-page"">deste formulário.</a> ","faq.answer22",false,"faq answer22","faq answer22"
"src/routes/Faq/components/Questions/faqs.js","Absolutely! Please download ByteFence to your new computer and sign in using your license key. If any problems occur, contact our support center via <a href=""/contact-us"">this form.</a>","Absolutamente! Por favor, descarregue o ByteFence no seu computador e inicie sessão utilizando a sua chave de licença. Caso ocorra algum erro, entre em contacto com o nosso centro de apoio através <a class=""open-form-page"">deste formulário.</a>","faq.answer23",false,"faq answer23","faq answer23"
"src/routes/Faq/components/Questions/faqs.js","Before starting these steps, make sure you have ByteFence Anti-Malware downloaded and installed. Don't forget to copy the license key that we sent you via e-mail right after your purchase. Now start the program. It is most likely to be located in your Downloads folder if not specified otherwise during the download. Double click on ByteFence icon and the appliaction will launch. Once it started, enter your license key into the ByteFence application. In the top right corner of the application there is an ACTIVATE link, click it and then enter the key in the activation screen. Watch activation <a href=""https://www.youtube.com/watch?v=2jqpHFTyssU"">tutorial here</a>","Antes de iniciar estas etapas, certifique-se de que possui o ByteFence Anti-Malware descarregado e instalado. Não se esqueça de copiar a chave de licença enviada por e-mail após a sua compra. De seguida, execute o programa. A localização mais provável é a pasta de Transferências, caso não tenha especificado outra pasta durante o download. Clique duas vezes no ícone ByteFence para iniciar a aplicação. Após iniciar, introduza a sua chave de licença na aplicação ByteFence. No canto superior direito da aplicação existe o link ATIVAR, clique no link e introduza a chave na janela de ativação. Veja aqui o <a href=""https://www.youtube.com/watch?v=2jqpHFTyssU"">tutorial de ativação</a>","faq.answer3",false,"faq answer3","faq answer3"
"src/routes/Faq/components/Questions/faqs.js","If you are a home user you can install the free version of ByteFence on as many computers are you would like. If you have purchased the Pro version of ByteFence Anti-Malware, you can install it on up to 3 computers within your home using the same license. If you are a business and wish to install ByteFence on multiple computers, please contact our sales team for licensing information.","Se for um utilizador doméstico, pode instalar a versão gratuita do ByteFence em todos os computadores que desejar. Caso tenha adquirido a versão Pro do ByteFence Anti-Malware, poderá instalar o software em 3 computadores, utilizando a mesma licença. Se for uma empresa e pretender instalar o ByteFence em vários computadores, por favor contacte o nosso departamento de vendas para obter mais informações acerca do licenciamento.","faq.answer4",false,"faq answer4","faq answer4"
"src/routes/Faq/components/Questions/faqs.js","To activate ByteFence Anti-Malware Pro on more than one computer, you will need to download and install the software on these computers using the latest version of ByteFence Anti-Malware. The latest version of ByteFence Anti-Malware may be downloaded at any time from the Download link at the top of this page. Once you've installed ByteFence Anti-Malware, you will need to activate your license to enable the Pro features.","Para ativar o ByteFence Anti-Malware Pro em mais do que um computador, necessitará de descarregar e instalar o software nos respetivos computadores, utilizando a versão mais recente do ByteFence Anti-Malware. A última versão do ByteFence Anti-Malware poderá ser descarregada a qualquer momento através do link de Download, presente no topo desta página. Assim que instalar o ByteFence Anti-Malware, necessitará de ativar a sua licença para desbloquear as funcionalidades Pro.","faq.answer5",false,"faq answer5","faq answer5"
"src/routes/Faq/components/Questions/faqs.js","If you think ByteFence should be picking up on a certain potentially malicious program, you can report it to the <a href=""/contact-us"">support team</a>","Se considera que o ByteFence deveria detetar um determinado programa potencialmente malicioso, poderá relatar a situação à nossa <a class=""open-form-page"">equipa de apoio</a> ","faq.answer6",false,"faq answer6","faq answer6"
"src/routes/Faq/components/Questions/faqs.js","You can use ByteFence for free to scan and detect harmful programs. You can also try and remove them from your computer yourself, however, in order to remove them and control the process better you need to pick a plan and purchase a license.","É possível utilizar a versão gratuita do ByteFence para analisar o seu computador e detetar programas nocivos. Também poderá experimentar e remover esses programas manualmente, no entanto, para garantir a remoção total e controlar melhor o processo, necessitará de selecionar um plano e comprar uma licença.","faq.answer7",false,"faq answer7","faq answer7"
"src/routes/Faq/components/Questions/faqs.js","After choosing a desired plan on the ByteFence website, click on it and you will be automatically redirected to the payment page. You can pay via our secure payment system using your credit card or quickly make a payment through PayPal. <a href=""/products/anti-malware/buy"">Choose your plan</a>","Após selecionar o plano desejado no website do ByteFence, clique no plano para ser automaticamente redirecionado para a página de pagamento. Pode pagar através do nosso sistema de pagamento seguro, utilizando o seu cartão de crédito, ou pagar rapidamente via PayPal. <a href=""/buy/plan/index.html"">Selecione o seu plano</a>","faq.answer8",false,"faq answer8","faq answer8"
"src/routes/Faq/components/Questions/faqs.js","A license key is an absolute must to make sure your ByteFence is working properly. The first time you will see it is right after the payment is complete. It appears in bold at the top of the page. To make sure you don't lose it we will also send you a confirmation email with your license key in it, make sure you don't delete it.","Uma chave de licença é absolutamente necessária para garantir o funcionamento adequado do seu ByteFence. Terá o primeiro acesso à sua chave imediatamente após a finalização do pagamento. Esta aparece a negrito, no topo da página. Para garantir que não perde a chave, também lhe enviamos um e-mail de confirmação com a sua chave de licença. Não elimine esta mensagem.","faq.answer9",false,"faq answer9","faq answer9"
"src/routes/Faq/components/Questions/faqs.js","Will ByteFence Anti-Malware work with my existing Antivirus software?","O ByteFence Anti-Malware funcionará com o meu software Antivírus existente?","faq.question1",false,"faq question1","faq question1"
"src/routes/Faq/components/Questions/faqs.js","Why isn't my license key working?","Porque é que a minha chave de licença não funciona?","faq.question10",false,"faq question10","faq question10"
"src/routes/Faq/components/Questions/faqs.js","How much does it cost?","Quanto custa?","faq.question11",false,"faq question11","faq question11"
"src/routes/Faq/components/Questions/faqs.js","Does it slow down my computer?","Prejudica a velocidade do meu computador?","faq.question12",false,"faq question12","faq question12"
"src/routes/Faq/components/Questions/faqs.js","How can I uninstall ByteFence?","Como posso desinstalar o ByteFence?","faq.question13",false,"faq question13","faq question13"
"src/routes/Faq/components/Questions/faqs.js","Can I try to remove viruses with ByteFence before paying for it?","Posso tentar remover vírus com o ByteFence antes de o comprar?","faq.question14",false,"faq question14","faq question14"
"src/routes/Faq/components/Questions/faqs.js","I just bought the program, inserted my license key, but am getting a message that it is invalid or expired. Why do I have to pay again?","Acabei de comprar o programa, inseri a minha chave de licença, mas recebo uma mensagem que diz que esta é inválida ou expirou. Porque é que sou obrigado a pagar novamente?","faq.question15",false,"faq question15","faq question15"
"src/routes/Faq/components/Questions/faqs.js","Can I legally use ByteFence Anti-Malware in my business?","É possível utilizar o ByteFence Anti-Malware legalmente na minha empresa?","faq.question16",false,"faq question16","faq question16"
"src/routes/Faq/components/Questions/faqs.js","I paid but never saw my license key anywhere or haven't received any emails","","faq.question17",false,"faq question17","faq question17"
"src/routes/Faq/components/Questions/faqs.js","I purchased the program but accidentally closed the window with license key and haven't received any emails. What should I do?","Comprei o programa mas encerrei acidentalmente a janela com a chave de licença e não recebi qualquer e-mail. O que devo fazer?","faq.question18",false,"faq question18","faq question18"
"src/routes/Faq/components/Questions/faqs.js","How do I download and install ByteFence Anti-Malware for Mac?","Como descarrego e instalo o ByteFence Anti-Malware no Mac?","faq.question19",false,"faq question19","faq question19"
"src/routes/Faq/components/Questions/faqs.js","How do I install ByteFence Anti-Malware?","Como instalo o ByteFence Anti-Malware?","faq.question2",false,"faq question2","faq question2"
"src/routes/Faq/components/Questions/faqs.js","Is ByteFence compatible with my computer?","O ByteFence é compatível com o meu computador?","faq.question20",false,"faq question20","faq question20"
"src/routes/Faq/components/Questions/faqs.js","The scan slowed down, is there something wrong with my computer or the program?","A análise tornou-se mais lenta. Existe algum problema com o meu computador ou com o programa?","faq.question21",false,"faq question21","faq question21"
"src/routes/Faq/components/Questions/faqs.js","I lost my license key!","Perdi a minha chave de licença!","faq.question22",false,"faq question22","faq question22"
"src/routes/Faq/components/Questions/faqs.js","I bought a new computer and have a valid ByteFence license. Can I transfer it to my new PC?","Comprei um novo computador e possuo uma licença ByteFence válida. É possível transferir para o meu novo PC?","faq.question23",false,"faq question23","faq question23"
"src/routes/Faq/components/Questions/faqs.js","How do I activate ByteFence Anti-Malware?","Como ativo o ByteFence Anti-Malware?","faq.question3",false,"faq question3","faq question3"
"src/routes/Faq/components/Questions/faqs.js","How many computers may I install ByteFence Anti-Malware on?","Em quantos computadores posso instalar o ByteFence Anti-Malware?","faq.question4",false,"faq question4","faq question4"
"src/routes/Faq/components/Questions/faqs.js","How do I activate ByteFence Anti-Malware on more than one computer?","Como é que ativo o ByteFence Anti-Malware em mais do que um computador?","faq.question5",false,"faq question5","faq question5"
"src/routes/Faq/components/Questions/faqs.js","I have a malicious program on my computer and ByteFence is not picking up on it, what should I do?","Tenho um programa malicioso no meu computador e o ByteFence não o deteta. O que devo fazer?","faq.question6",false,"faq question6","faq question6"
"src/routes/Faq/components/Questions/faqs.js","Can I get a trial version before purchasing?","Consigo obter uma versão de teste antes de comprar?","faq.question7",false,"faq question7","faq question7"
"src/routes/Faq/components/Questions/faqs.js","How can I pay for this program?","Como posso pagar por este programa?","faq.question8",false,"faq question8","faq question8"
"src/routes/Faq/components/Questions/faqs.js","Where is my license key?","Onde posso encontrar a minha chave de licença?","faq.question9",false,"faq question9","faq question9"
"src/routes/Faq/components/Watch/messages.js","Choose a relevant question, click on it and get an instant answer","Selecione uma questão relevante, clique e obtenha uma resposta imediata","home.watch.choose",false,"Home Infected Choose","Home Infected Choose"
"src/routes/Faq/components/Watch/messages.js","Have a question? Read our comprehensive answers and solve any issues in a matter of minutes.","Tem uma questão? Leia as nossas respostas detalhadas e resolva quaisquer problemas em minutos.","home.watch.subtitle",false,"Home Infected Subtitle","Home Infected Subtitle"
"src/routes/Faq/components/Watch/messages.js","Watch our ByteFence beginner's guide explaining how to Download, Install and Activate!","Veja o nosso guia de introdução ao ByteFence para saber como Descarregar, Instalar e Ativar!","home.watch.title",false,"Home Infected Title","Home Infected Title"
"src/routes/Faq/messages.js","ByteFence Anti Malware Online Support Center Have a question? We have an answer!","","contact.faq.title",false,"contact.faq.title","contact.faq.title"
"src/routes/messages.js","Test Title","","general.testTitle",false,"general.testTitle","general.testTitle"
"src/routes/Support/messages.js","Contact Us",Contacte-nos,"support.header",false,"support header","support header"
"src/routes/Support/messages.js","For questions and help regarding malware removal, malware protection, installation, uninstallation, and more, please open a ticket in our<a target='_blank'> support page </a>using<a target='_blank'> this form.</a>","Para questões e pedidos de ajuda em relação à remoção de malware, proteção contra malware, instalação, desinstalação, e outros, por favor abra um ticket na nossa <a target=""_blank"" href=""/support.html"">página de apoio </a> utilizando <a target=""_blank"" href=""/support.html?form=true"">este formulário.</a>","support.subTitle1",false,"support subTitle1","support subTitle1"
"src/routes/Support/messages.js","For help with purchases, licenses, subscriptions, billing, refunds, and much more, please contact us at <a href='mailto:billing@bytefence.com'>billing@bytefence.com</a>, or visit our <a href='support.html'>sales support page</a>.","Para obter ajuda em relação a compras, licenças, assinaturas, faturação, reembolsos, e muito mais, entre em contacto conosco pelo e-mail: <a href=""mailto:billing@bytefence.com"">billing@bytefence.com</a>, ou visite a nossa página de suporte de vendas.","support.subTitle2",false,"support subTitle2","support subTitle2"
"src/routes/Support/messages.js","If you think that ByteFence Anti-Malware has incorrectly reported a file as malware, please contact us at <a href='mailto:falsedetection@bytefence.com'>falsedetection@bytefence.com</a>","Se achar que o ByteFence Anti-Malware reportou incorretamente um arquivo como malware, entre em contacto conosco pelo e-mail: <a href=""mailto:falsedetection@bytefence.com"">falsedetection@bytefence.com</a>","support.subTitle3",false,"support subTitle3","support subTitle3"
"src/routes/Support/messages.js","Byte Technologies LLC<br />1521 Concord Pike, STE 301, Wilmington, Delaware 19803, USA","","support.subTitle4",false,"support subTitle4","support subTitle4"
"src/routes/Support/messages.js","online support","SUPORTE ONLINE","support.title1",false,"support title1","support title1"
"src/routes/Support/messages.js","sales support","Suporte de vendas","support.title2",false,"support title2","support title2"
"src/routes/Support/messages.js","report a false positive detection","REPORTAR UM FALSO-POSITIVO","support.title3",false,"support title3","support title3"
"src/routes/Support/messages.js","contact us via snail mail","ENTRE EM CONTACTO VIA CORREIO TRADICIONAL","support.title4",false,"support title4","support title4"
"src/components/PaymentForm/text.js","Please enter a valid city name","Por favor, insira uma cidade válida","payment.error.city",false,"Payment Field city Error Message","Payment Field city Error Message"
"src/components/PaymentForm/text.js","Please enter a valid postcode of 8 numbers","Por favor, insira um código postal válido de 8 números","payment.error.postcode",false,"Payment Field postcode Error Message","Payment Field postcode Error Message"
"src/components/PaymentForm/text.js","Please enter a valid state name","Por favor, insira um nome de Estado válido","payment.error.state",false,"Payment Field state Error Message","Payment Field state Error Message"
"src/components/PaymentForm/text.js","Billing Address","Morada de Faturação","payment.labels.address",false,"payment labels - address during registration","payment labels - address during registration"
"src/components/PaymentForm/text.js",CPF/CNPJ,CPF/CNPJ,"payment.labels.cpf",false,"payment labels - zip code","payment labels - zip code"
"src/routes/About/messages.js","1521 Concord Pike, Wilmington, Delaware 19803, USA","","about.address",false,"about.address","about.address"
"src/routes/About/messages.js","We're helping the world fight malware, one threat at a time","AJUDAMOS O MUNDO A COMBATER O MALWARE, UMA AMEAÇA DE CADA VEZ","about.heading1",false,"about.heading1","about.heading1"
"src/routes/About/messages.js","We're committed to providing outstanding support","ESTAMOS COMPROMETIDOS A FORNECER UM SUPORTE INIGUALÁVEL","about.heading2",false,"about.heading2","about.heading2"
"src/routes/About/messages.js","We're a global company that understands local needs","SOMOS UMA EMPRESA GLOBAL QUE PERCEBE AS NECESSIDADES LOCAIS","about.heading3",false,"about.heading3","about.heading3"
"src/routes/About/messages.js","We strongly believe that users should enjoy a malware-free computing experience. While the Internet is full of an endless amount of threats, we have built our company and our products to help keep you safe from them. We know, that in the world of malware, there is a zero margin of error.","Defendemos que os utilizadores têm o direito de desfurtar de uma experiência de computação livre de malware. Enquanto que a Internet está cheia de ameaças intermináveis, a nossa empresa e os nossos produtos mantêm-no a salvo delas. Sabemos que no mundo do malware não há margem para erros.","about.paragraph1",false,"about.paragraph1","about.paragraph1"
"src/routes/About/messages.js","Byte Technologies consists of an experienced team of talented programmers and malware researchers with a mission to build innovative anti-malware products. ByteFence Anti-Malware is our premium solution for keeping you and your privacy safe from the malware threats you face each day.","A Byte Technologies é uma equipa experiente, com programadores talentosos e investigadores de malware que têm a missão de criar produtos anti-malware inovadores. O ByteFence Anti-Malware é a nossa solução premium para manter a sua privacidade segura contra ameaças malware que encontra diariamente.","about.paragraph2",false,"about.paragraph2","about.paragraph2"
"src/routes/About/messages.js","For a very long time, Byte Technologies has been a pioneer in the field of malware detection and removal. Today, we protect millions of users with technology that predicts emerging malware and allows us to create defenses before they do any damage.","Durante muito tempo, a Byte Technologies tem sido a pioneira no campo da deteção e remoção de malware. Hoje, protejemos milhares de utilizadores com a tecnologia preventiva de malwares emergentes, que nos permite criar uma defesa muito antes de qualquer dano.","about.paragraph3",false,"about.paragraph3","about.paragraph3"
"src/routes/About/messages.js","We design our software to be simple to install, configure and run. But on the rare occasions when help is needed, our highly skilled technical team provides a quick response. We also offer a wealth of online resources and free-of-charge support for products during evaluation.","Desenhamos o nosso software para ser simpels de instalar, configurar e usar. Mas em ocasiões raras, quando a ajuda é mesmo necessária, a nossa equipa técnica altamente especializada fornece uma resposta rápida. Além disso, oferecemos uma vasta gama de material online e suporte grátis para os produtos em periódo de experimentação.","about.paragraph4",false,"about.paragraph4","about.paragraph4"
"src/routes/About/messages.js","Byte Technologies is an international success story. We have offices around the world and are headquarters in the US. We also have partners and customers the world over, so we can provide localized customer service, see the big issues, spot emerging threats 24x7 and provide solutions ahead of the market immediately.","A Byte Technologies é uma história internacional de sucesso. Temos escritórios pelo mundo e o gabinete central é nos EUA. Também temos parceiros e clientes espalhados pelo mundo fora, pelo que conseguimos fornecer um serviço de apoio em várias línguas, ver os grandes problemas, detectar ameaças emergentes 24x7 e fornecer soluções para o mercado imediatamente.","about.paragraph5",false,"about.paragraph5","about.paragraph5"
"src/routes/About/messages.js","Global headquarters","Escritórios globais","about.paragraph6",false,"about.paragraph6","about.paragraph6"
"src/routes/About/messages.js","Our Company","A nossa empresa","about.title",false,"about.title","about.title"
"src/routes/cart/messages.js","ByteFence Anti-malware’s cutting edge software detects and removes Trojans, Worms, Spyware, Crapware and other high risk malware","O software Anti-malware inovador da ByteFence, deteta e remove Trojans, Worms, Spyware, Crapware e outros tipos de malware de alto risco","cart.bfTitle",false,"cart.bfTitle","cart.bfTitle"
"src/routes/cart/messages.js","Change Plan","Plano de Mudança","cart.changePlan",false,"cart.changePlan","cart.changePlan"
"src/routes/cart/messages.js","Payment Information","Informações de Pagamento","cart.paymentInformation",false,"cart.paymentInformation","cart.paymentInformation"
"src/routes/cart/messages.js","You will automatically be billed {currency}{price} on a {frequency} basis, for ByteFence Anti-malware, charged to the same payment method you provide today, until you cancel by emailing support@bytefence.com, at least 3 days prior to the renewal to avoid being charged.","Cobraremos automaticamente uma quantia equivalente a {currency}{price} em base {frequency} pelo produto ByteFence Anti-Malware, debitada pelo mesmo método de pagamento que providenciar hoje, até que efetue o cancelamento ao enviar um e-mail para support@bytefence.com, com pelo menos 3 dias de antecedência à data da renovação, de forma a evitar a respetiva faturação.","cart.subscriptionAndTermsNote",false,"cart.subscriptionAndTermsNote","cart.subscriptionAndTermsNote"
"src/routes/cart/messages.js","Subscription and Billing Terms:","Termos de Subscrição e Faturação","cart.subscriptionAndTermsTitle",false,"cart.subscriptionAndTermsTitle","cart.subscriptionAndTermsTitle"
"src/routes/cart/messages.js","Your transaction is secured using ssl encryption","A sua transação é segura, através de encriptação SSL","cart.transactionSecured",false,"cart.transactionSecured","cart.transactionSecured"
"src/routes/cart/messages.js","ByteVPN allows you to privately and securely surf the web from anywhere in the world with complete anonymity, so your privacy will remain safe and secured","","cart.vpnTitle",false,"cart.vpnTitle","cart.vpnTitle"
"src/routes/cart/messages.js","We do not store your payment information on our systems.","Não guardamos as suas informações de pagamento nos nossos sistemas.","cart.weDoNotStore",false,"cart.weDoNotStore","cart.weDoNotStore"
"src/routes/Features/messages.js","Works Amazingly Alongside Every Other AV Software","Funciona em paralelo com qualquer software antivírus","features.advantage1",false,"features.advantage1","features.advantage1"
"src/routes/Features/messages.js","Reliable Protection for Your Daily Use And Work","Proteção confiável para uso pessoal e profissional","features.advantage2",false,"features.advantage2","features.advantage2"
"src/routes/Features/messages.js",Pro,Pro,"features.advantage2Title",false,"features.advantage2Title","features.advantage2Title"
"src/routes/Features/messages.js","The Best Defense Against Unwanted Adware","A melhor proteção contra Adware indesejado","features.advantage3",false,"features.advantage3","features.advantage3"
"src/routes/Features/messages.js","Buy Now","Compre Agora","features.buy",false,"features.buy","features.buy"
"src/routes/Features/messages.js","Real-time protection keeps you protected<br/>all the time from dangerous infections and unwanted software.","A proteção em tempo real mantém o seu computador protegido, o tempo todo, contra infeções perigosas e software indesejado.","features.description1",false,"features.description1","features.description1"
"src/routes/Features/messages.js","Robust protection against all malware. Scans and removes harmful Trojans, Worms and Spyware.","Proteção robusta contra todo o tipo de malware. O ByteFence deteta e remove Trojans, Worms e Spyware.","features.description2",false,"features.description2","features.description2"
"src/routes/Features/messages.js","Free Download","Transfira Grátis","features.download1",false,"features.download1","features.download1"
"src/routes/Features/messages.js","Download Now","Tranferir agora","features.download2",false,"features.download2","features.download2"
"src/routes/Features/messages.js",Free,"","features.free",false,"features advantage 1 title","features advantage 1 title"
"src/routes/Features/messages.js","Scans for Crapware","Procura por Crapware","features.function1",false,"features function 1","features function 1"
"src/routes/Features/messages.js","Scans for Malware","Procura por Malware","features.function2",false,"features function 2","features function 2"
"src/routes/Features/messages.js","Real-time scans for Crapware","Procura por Crapware em tempo-real","features.function3",false,"features function 3","features function 3"
