location,source,target,id,fuzzy,context,developer_comments
"src/routes/NotFound/NotFound.js","Reason Home Page","","notFound.homeLink",false,"404 homeLink","404 homeLink"
"src/routes/NotFound/NotFound.js","Reason Store.","","notFound.shopLink",false,"404 shopLink","404 shopLink"
"src/routes/NotFound/NotFound.js","support team.","","notFound.supportLink",false,"404 supportLink","404 supportLink"
"src/routes/NotFound/NotFound.js","Instead, you are welcome to navigate to the","","notFound.text.one",false,"404 text part one","404 text part one"
"src/routes/NotFound/NotFound.js","If you’ve encountered a problem, please contact our","","notFound.text.three",false,"404 text part three","404 text part three"
"src/routes/NotFound/NotFound.js","or visit the","","notFound.text.two",false,"404 text part two","404 text part two"
"src/routes/NotFound/NotFound.js","We can give you","","notFound.title.one",false,"404 title part one","404 title part one"
"src/routes/NotFound/NotFound.js","ns why this page isn’t working","","notFound.title.three",false,"404 title part three","404 title part three"
"src/routes/NotFound/NotFound.js",Reas,"","notFound.title.two",false,"404 title part two","404 title part two"
"src/components/ContactForm/ContactForm.test.js","Access my data","","contact.category.access",false,"contact category access","contact category access"
"src/components/ContactForm/ContactForm.test.js","Delete my data","","contact.category.delete",false,"contact category delete","contact category delete"
"src/components/ContactForm/messages.js","Have you purchased ByteFence Anti Malware?","ByteFence アンチマルウェアを購入したことがありますか？","contact.category.purchase",false,"contact category purchase","contact category purchase"
"src/components/ContactForm/messages.js","Please choose a category","","contact.error.category",false,"contact us - category error","contact us - category error"
"src/components/ContactForm/messages.js","Please enter your contact request details","","contact.error.description",false,"contact us - description error","contact us - description error"
"src/components/ContactForm/messages.js","description is too long, max 350 characters","","contact.error.descriptionLengthError",false,"contact us - descriptionLengthError error","contact us - descriptionLengthError error"
"src/components/ContactForm/messages.js","Please enter a valid Email",有効なEメールを入力してください,"contact.error.email",false,"contact us - email error","contact us - email error"
"src/components/ContactForm/messages.js","Please enter a valid full name","","contact.error.name",false,"contact us - name error","contact us - name error"
"src/components/ContactForm/messages.js",Required,"","contact.error.purchase",false,"contact us - purchase error","contact us - purchase error"
"src/components/ContactForm/messages.js","Please type a subject","","contact.error.subject",false,"contact us - subject error","contact us - subject error"
"src/components/ContactForm/messages.js","Subject is too long, max 180 characters","","contact.error.subjectLength",false,"contact us - subjectLength error","contact us - subjectLength error"
"src/components/ContactForm/messages.js","We encountered an error while trying to send your request. Please try again later.","","contact.error.submit",false,"contact us - submit error","contact us - submit error"
"src/components/ContactForm/messages.js",Description,内容,"contact.labels.Description",false,"contact us labels - Description","contact us labels - Description"
"src/components/ContactForm/messages.js","Choose category",カテゴリーを選択,"contact.labels.categorySelect",false,"contact us labels - Choose category","contact us labels - Choose category"
"src/components/ContactForm/messages.js","Email address used during registration",登録時のEメールアドレス,"contact.labels.emailAdd",false,"contact us labels - Email during registration","contact us labels - Email during registration"
"src/components/ContactForm/messages.js","First and Last name",氏名,"contact.labels.name",false,"contact us labels - First and Last name","contact us labels - First and Last name"
"src/components/ContactForm/messages.js",Subject,件名,"contact.labels.subjects",false,"contact us labels - Subject","contact us labels - Subject"
"src/components/ContactForm/messages.js",No,結構です,"contact.purchase.no",false,"contact us - purchase no","contact us - purchase no"
"src/components/ContactForm/messages.js",Yes,はい,"contact.purchase.yes",false,"contact us - purchase yes","contact us - purchase yes"
"src/components/ContactForm/messages.js",SUBMIT,送信,"contact.submit",false,"contact us - send","contact us - send"
"src/routes/contact/messages.js","Activation help",認証に関するヘルプ,"contact.category.activation",false,"contact category activation","contact category activation"
"src/routes/contact/messages.js","Billing, renewal or refund question",請求書、更新、返金に関する質問,"contact.category.billing",false,"contact category billing","contact category billing"
"src/routes/contact/messages.js","ByteVPN questions",ByteVPN,"contact.category.bytevpn",false,"contact category bytevpn","contact category bytevpn"
"src/routes/contact/messages.js",Errors,エラー発生,"contact.category.errors",false,"contact category errors","contact category errors"
"src/routes/contact/messages.js","Help choosing a plan",プラン選択のアドバイスがほしい,"contact.category.help",false,"contact category help","contact category help"
"src/routes/contact/messages.js","License key assistance","ライセンスキー アシスタント","contact.category.license",false,"contact category license","contact category license"
"src/routes/contact/messages.js",Other,その他,"contact.category.other",false,"contact category other","contact category other"
"src/routes/contact/messages.js","Removing ByteFence",ByteFenceの削除,"contact.category.remove",false,"contact category remove","contact category remove"
"src/routes/contact/messages.js",Error,エラー,"contact.error",false,"contact error","contact error"
"src/routes/contact/messages.js",OK,OK,"contact.success.ok",false,"contact us - success.ok","contact us - success.ok"
"src/routes/contact/messages.js","Message Sent!","","contact.success.sentOk",false,"contact us - success.sentOk","contact us - success.sentOk"
"src/routes/contact/messages.js","Your message to Reason support team was sent successfully.","","contact.success.sentOkBody",false,"contact us - success.sentOkBody","contact us - success.sentOkBody"
"src/routes/contact/messages.js","We couldn't send your request. You can try again later or approach our support directly at <b>support@reasonsecurity.com</b>.","","error.submit.contact",false,"contact us - submit error pop up","contact us - submit error pop up"
"src/components/PaymentForm/text.js","Credit Card","","payment.credit.cart",false,"payment.credit.cart","payment.credit.cart"
"src/components/PaymentForm/text.js",CVC,"","payment.cvc",false,"payment.cvc","payment.cvc"
"src/components/PaymentForm/text.js","In American Express - The 4 digits code on the front of your card:","","payment.cvc.tip.bottom",false,"payment.cvc.tip.bottom","payment.cvc.tip.bottom"
"src/components/PaymentForm/text.js","The 3 digits security code on the back of your card:","","payment.cvc.tip.top",false,"payment.cvc.tip.top","payment.cvc.tip.top"
"src/components/PaymentForm/text.js","Please enter a valid credit card",有効なクレジットカード情報を入力してください,"payment.error.card",false,"Payment Field Card Error Message","Payment Field Card Error Message"
"src/components/PaymentForm/text.js","Enter a valid Country","","payment.error.country",false,"Payment Field Country Error Message","Payment Field Country Error Message"
"src/components/PaymentForm/text.js","Please enter a valid security code",有効なセキュリティコードを入力してください,"payment.error.cvc",false,"Payment Field CVC Error Message","Payment Field CVC Error Message"
"src/components/PaymentForm/text.js","Please enter a valid email",有効なEメールを入力してください,"payment.error.email",false,"Payment Field Email Error Message","Payment Field Email Error Message"
"src/components/PaymentForm/text.js","Please enter a valid expiry date",有効な有効期限を入力してください,"payment.error.expiry",false,"Payment Field Expiry date Error Message","Payment Field Expiry date Error Message"
"src/components/PaymentForm/text.js","Please enter a valid first name",ただしい姓を入力してください,"payment.error.first.Name",false,"Payment Field First Name Error Message","Payment Field First Name Error Message"
"src/components/PaymentForm/text.js","Please enter a valid last name",正しい姓を入力してください,"payment.error.last.Name",false,"Payment Field Last Name Error Message","Payment Field Last Name Error Message"
"src/components/PaymentForm/text.js","Please enter a valid ZIP code",有効な郵便番号を入力してください,"payment.error.zip",false,"Payment Field zip Error Message","Payment Field zip Error Message"
"src/components/PaymentForm/text.js",Country,国,"payment.labels.Country",false,"payment labels - Choose Country","payment labels - Choose Country"
"src/components/PaymentForm/text.js","Card Number",カード番号,"payment.labels.card",false,"payment labels - card","payment labels - card"
"src/components/PaymentForm/text.js","Email Address",Eメールアドレス,"payment.labels.emailAdd",false,"payment labels - Email","payment labels - Email"
"src/components/PaymentForm/text.js","First Name",名,"payment.labels.first.name",false,"payment labels - First name","payment labels - First name"
"src/components/PaymentForm/text.js","Last Name",姓,"payment.labels.last.name",false,"payment labels - last name","payment labels - last name"
"src/components/PaymentForm/text.js","ZIP Code",郵便番号,"payment.labels.zip",false,"payment labels - zip code","payment labels - zip code"
"src/components/PaymentForm/text.js",Month,月,"payment.month",false,"payment.month","payment.month"
"src/components/PaymentForm/text.js","Buy Now",今すぐ購入,"payment.next",false,"payment.next","payment.next"
"src/components/PaymentForm/text.js","Secure payment. All major credit cards accepted.",安全なお支払い：すべての主要クレジットーカードに対応しています。,"payment.secureNote",false,"payment.secureNote","payment.secureNote"
"src/components/PaymentForm/text.js",Year,年,"payment.year",false,"payment.year","payment.year"
"src/routes/cart/messages.js",Error,エラー,error,false,error,error
"src/routes/cart/messages.js","Reason Premium Antivirus is not supported in your country. <br><br>We apologize for the inconvenience.","","error.blocked",false,"error.blocked","error.blocked"
"src/routes/cart/messages.js","OK, Got it.","","error.okGotIt",false,"error.okGotIt","error.okGotIt"
"src/routes/contact/messages.js","EMEA - 9:00 AM to 7:00 PM (GMT +1), Monday - Friday","","contact.emea",false,"contact us - EMEA","contact us - EMEA"
"src/routes/contact/messages.js","Support Hours:",サポート時間：,"contact.headerTitle",false,"contact us - headerTitle","contact us - headerTitle"
"src/routes/contact/messages.js","Latin America - 6:00 AM to 5:00 PM (GMT-3), Monday - Friday","","contact.latinAmerica",false,"contact us - Latin America","contact us - Latin America"
"src/routes/contact/messages.js","We are making our best efforts to translate non-English requests and provide quality support to all of our users. To contact one of our support agents, please fill out this form.","","contact.subTitle",false,"contact us - subTitle","contact us - subTitle"
"src/routes/contact/messages.js","US - 6:00 AM to 5:00 PM Pacific (GMT-7), Monday - Friday","アメリカ - 6：00～17：00（GMT -7） / 月～金曜日","contact.us",false,"contact us - U.S","contact us - U.S"
